timeframe,threshold,direction,vol_bucket,n_events,ret_5,band_exit_5,full_reversion_5,adverse_excursion_5,ret_10,band_exit_10,full_reversion_10,adverse_excursion_10,ret_20,band_exit_20,full_reversion_20,adverse_excursion_20,ret_40,band_exit_40,full_reversion_40,adverse_excursion_40
5minute,1.5,above,high(>1.5x),43560,0.00537311077495576,0.7732384111317855,0.0751017986678532,0.24534725239564698,0.005162505835724421,0.8822973143361493,0.16451267179422518,0.31375030317425934,0.008379633075605488,0.949002816032095,0.3235350846738418,0.39181902532298174,0.028858061231455186,0.9839265919448208,0.5793816972533563,0.4783352501259391
5minute,1.5,above,low(<0.8x),19157,0.005435152632522076,0.7607306422409202,0.023910959633613803,0.2525049875827121,-0.010571668026903371,0.8622893337857709,0.07453907928967311,0.35774349704148234,-0.012850303097855028,0.9312508433409796,0.18695182836324384,0.4767357481602968,0.0011430629015848342,0.9711309860749462,0.4099399977357636,0.6059087350319527
5minute,1.5,above,normal(0.8-1.5x),19707,-0.021451488330669632,0.751873071837814,0.03437637725870427,0.2606214599375926,-0.04177301769070763,0.8626838235294118,0.09338235294117647,0.35403505902908394,-0.057869888422145944,0.9360196633397885,0.22374497244153135,0.4614425777280698,-0.04723500248000215,0.9780696469454151,0.46632124352331605,0.5709193440907435
5minute,1.5,below,high(>1.5x),36178,0.02405941202456533,0.7087580016450309,0.04066087329685656,0.2140625025469621,0.003518161401403395,0.8250577618902306,0.09220105497188195,0.29954551836281235,-5.651156684941674e-06,0.9074777448071216,0.202433234421365,0.4003886252252103,0.060874787219748774,0.961023289489562,0.4435863400506818,0.5194865499649445
5minute,1.5,below,low(<0.8x),32181,0.012825802464198566,0.7274444969296174,0.026169107227208315,0.22165322321743275,0.016471390712109967,0.8372230817340927,0.07386681589255736,0.31707905333848707,0.046043811004748525,0.9099061122820463,0.18348342594366737,0.43140733836142636,0.0980314767450501,0.9565061963775023,0.3857244995233556,0.5572134048649955
5minute,1.5,below,normal(0.8-1.5x),26004,0.015290644748500932,0.7302935356200527,0.028982519788918207,0.20695212124584073,0.010594180288767116,0.8429027841168416,0.07877681424007303,0.29205204232636756,0.03301909829292635,0.9133329473745151,0.19660742198807388,0.39717743947029194,0.11096916836865742,0.9601406799531067,0.42272372020320437,0.5054511168770194
5minute,2.0,above,high(>1.5x),21067,-0.006225242223826401,0.799418273069465,0.06302041747462074,0.2808410267822154,-0.008431476110907325,0.9025114771806644,0.14400486092357548,0.3486739893220588,0.007012445809102988,0.9595002515512326,0.29758510816703004,0.42851919906742025,-0.007311598627959431,0.9864922508175743,0.5478458694724868,0.5328525230279023
5minute,2.0,above,low(<0.8x),6874,0.03138125558009245,0.7725366876310272,0.015423779574722971,0.28240212442384605,0.017310439788931514,0.870905276746813,0.057285783443601745,0.40105652527234537,-0.0013331232098405543,0.9324588880187941,0.1399765074393109,0.5343535935261691,-0.010607564309354254,0.9724014336917562,0.3365591397849462,0.678071711025358
5minute,2.0,above,normal(0.8-1.5x),8234,0.004908430692460254,0.7725873377057958,0.027974836032659618,0.2926915006192319,-0.020637752648537448,0.8797534946640613,0.07680745528333083,0.3975822080723609,0.011381597961368029,0.9493036211699164,0.20167130919220055,0.5042034224976641,0.07536917720007268,0.9776166456494325,0.43568726355611603,0.6081379979213024
5minute,2.0,below,high(>1.5x),16166,0.054399263130449245,0.7475908980484249,0.034334763948497854,0.23671177710248376,0.04918400856822572,0.8526977161663508,0.07838835145108208,0.332147612923878,0.06693105712080577,0.9265409513087531,0.18435125246270756,0.4391756570174716,0.12696252075413778,0.9663299663299664,0.40771349862258954,0.5745315754242458
