symbol,entry_time,exit_time,entry_price,exit_price,qty,notional,gross_pnl,cost,net_pnl,exit_reason
WELSPUNLIV,2025-01-30 14:45:00+05:30,2025-01-30 14:45:00+05:30,136.35,138.39524999999998,714,97353.9,1460.3084999999871,77.88312,1382.4253799999872,TP
SYRMA,2025-01-30 15:01:00+05:30,2025-01-30 15:05:00+05:30,547.9,539.6814999999999,178,97526.2,1462.8930000000112,78.02096,1384.872040000011,TP
ANANTRAJ,2025-01-30 15:11:00+05:30,2025-01-30 15:29:00+05:30,558.45,560.0,175,97728.75000000001,271.24999999999204,78.18300000000002,193.06699999999202,EOD
DEEPAKFERT,2025-01-30 15:13:00+05:30,2025-01-30 15:29:00+05:30,1111.5,1124.25,88,97812.0,1122.0000000000002,78.2496,1043.7504000000001,EOD
TECHNOE,2025-01-30 15:29:00+05:30,2025-01-30 15:29:00+05:30,1076.95,1081.75,91,98002.45,-436.79999999999586,78.40196,-515.2019599999959,EOD
POWERINDIA,2025-01-31 09:28:00+05:30,2025-01-31 09:28:00+05:30,13724.6,13793.222999999998,7,96072.2,-480.3609999999844,76.85776,-557.2187599999844,SL
OLAELEC,2025-01-31 10:07:00+05:30,2025-01-31 10:16:00+05:30,73.93,74.29965,1325,97957.25000000001,-489.7862499999907,78.36580000000002,-568.1520499999907,SL
KALYANKJIL,2025-01-31 10:17:00+05:30,2025-01-31 10:18:00+05:30,492.75,495.21374999999995,198,97564.5,-487.8224999999897,78.05160000000001,-565.8740999999898,SL
OLAELEC,2025-01-31 10:17:00+05:30,2025-01-31 10:29:00+05:30,74.35,74.72174999999999,1317,97918.95,-489.59474999998895,78.33516,-567.9299099999889,SL
CREDITACC,2025-01-31 10:20:00+05:30,2025-01-31 10:20:00+05:30,1105.8,1111.3289999999997,88,97310.4,-486.5519999999796,77.84832,-564.4003199999796,SL
OLAELEC,2025-01-31 10:35:00+05:30,2025-01-31 10:36:00+05:30,75.32,75.69659999999999,1297,97690.04,-488.45019999999516,78.152032,-566.6022319999952,SL
POWERINDIA,2025-01-31 11:11:00+05:30,2025-01-31 11:21:00+05:30,12808.0,12743.96,7,89656.0,-448.28000000000605,71.7248,-520.0048000000061,SL
HONASA,2025-01-31 11:13:00+05:30,2025-01-31 11:16:00+05:30,219.4,220.49699999999999,445,97633.0,-488.1649999999911,78.10640000000001,-566.2713999999911,SL
HONASA,2025-01-31 11:24:00+05:30,2025-01-31 12:48:00+05:30,220.5,221.60249999999996,442,97461.0,-487.304999999984,77.9688,-565.273799999984,SL
JWL,2025-01-31 11:56:00+05:30,2025-01-31 11:57:00+05:30,387.8,389.739,251,97337.8,-486.6889999999911,77.87024000000001,-564.5592399999911,SL
CONCOR,2025-01-31 12:15:00+05:30,2025-01-31 12:17:00+05:30,610.55,613.6027499999999,159,97077.45,-485.38724999999147,77.66196000000001,-563.0492099999915,SL
IRCON,2025-01-31 12:18:00+05:30,2025-01-31 12:35:00+05:30,220.73,217.41905,441,97341.93,1460.1289499999964,77.873544,1382.2554059999964,TP
RVNL,2025-01-31 12:18:00+05:30,2025-01-31 12:18:00+05:30,470.25,472.60124999999994,207,97341.75,-486.7087499999868,77.8734,-564.5821499999868,SL
JWL,2025-01-31 12:18:00+05:30,2025-01-31 12:18:00+05:30,392.85,394.81424999999996,247,97033.95000000001,-485.16974999998416,77.62716000000002,-562.7969099999842,SL
JWL,2025-01-31 12:21:00+05:30,2025-01-31 12:35:00+05:30,392.85,394.81424999999996,247,97033.95000000001,-485.16974999998416,77.62716000000002,-562.7969099999842,SL
RVNL,2025-01-31 12:26:00+05:30,2025-01-31 12:26:00+05:30,473.0,475.36499999999995,205,96965.0,-484.82499999999015,77.572,-562.3969999999902,SL
RVNL,2025-01-31 12:31:00+05:30,2025-01-31 12:41:00+05:30,475.45,468.31825,204,96991.8,1454.8770000000025,77.59344,1377.2835600000024,TP
USHAMART,2025-01-31 12:41:00+05:30,2025-01-31 12:47:00+05:30,325.25,323.62375,299,97249.75,-486.2487500000082,77.7998,-564.0485500000082,SL
USHAMART,2025-01-31 12:48:00+05:30,2025-01-31 13:07:00+05:30,322.75,327.59124999999995,301,97147.75,1457.2162499999836,77.71820000000001,1379.4980499999836,TP
JWL,2025-01-31 12:48:00+05:30,2025-01-31 13:10:00+05:30,394.5,388.5825,246,97047.0,1455.7050000000045,77.6376,1378.0674000000045,TP
HONASA,2025-01-31 12:49:00+05:30,2025-01-31 13:56:00+05:30,221.9,223.00949999999997,439,97414.1,-487.0704999999863,77.93128000000002,-565.0017799999863,SL
MINDACORP,2025-01-31 13:08:00+05:30,2025-01-31 13:12:00+05:30,583.6,574.846,167,97461.2,1461.9180000000033,77.96896,1383.9490400000034,TP
CONCOR,2025-01-31 13:24:00+05:30,2025-01-31 13:56:00+05:30,615.8,618.8789999999999,158,97296.4,-486.48199999999224,77.83712,-564.3191199999923,SL
JINDALSTEL,2025-01-31 13:27:00+05:30,2025-01-31 14:39:00+05:30,790.6,794.5529999999999,123,97243.8,-486.2189999999829,77.79504,-564.0140399999829,SL
PGEL,2025-01-31 13:32:00+05:30,2025-01-31 13:35:00+05:30,792.9,781.0065,123,97526.7,1462.900500000002,78.02136,1384.879140000002,TP
HONASA,2025-01-31 13:57:00+05:30,2025-01-31 13:58:00+05:30,223.2,224.31599999999997,438,97761.59999999999,-488.8079999999936,78.20927999999999,-567.0172799999937,SL
CONCOR,2025-01-31 14:00:00+05:30,2025-01-31 14:56:00+05:30,619.85,622.94925,157,97316.45,-486.5822499999974,77.85316,-564.4354099999973,SL
JUBLPHARMA,2025-01-31 14:03:00+05:30,2025-01-31 14:08:00+05:30,930.0,943.9499999999999,105,97650.0,1464.7499999999927,78.12,1386.6299999999928,TP
PGEL,2025-01-31 14:31:00+05:30,2025-01-31 14:47:00+05:30,799.75,787.75375,122,97569.5,1463.5425000000039,78.0556,1385.486900000004,TP
JINDALSTEL,2025-01-31 14:40:00+05:30,2025-01-31 15:29:00+05:30,794.25,787.7,123,97692.75,805.6499999999945,78.1542,727.4957999999945,EOD
JWL,2025-01-31 15:01:00+05:30,2025-01-31 15:15:00+05:30,397.6,399.58799999999997,246,97809.6,-489.04799999998585,78.24768,-567.2956799999859,SL
UPL,2025-01-31 15:06:00+05:30,2025-01-31 15:06:00+05:30,614.4,617.4719999999999,159,97689.59999999999,-488.44799999998236,78.15168,-566.5996799999823,SL
