strategy_variant,symbol,timeframe,n_trades,win_rate_pct,avg_pnl_pct,avg_win_pct,avg_loss_pct,total_pnl_pct,profit_factor,expectancy_pct,sharpe_like,max_drawdown_pct,avg_bars_held,tp_rate_pct,sl_rate_pct,eod_rate_pct
baseline,ZFCVINDIA,1minute,1159.0,36.2381363244176,0.047695858279618135,0.9751790118773688,-0.47942582576781795,55.27949974607742,1.1560264548755481,0.047695858279618135,0.06341300560970561,-27.834259945086885,35.158757549611735,26.056945642795515,59.79292493528904,14.150129421915445
baseline,ZFCVINDIA,5minute,760.0,35.39473684210526,0.04604084305939516,1.0145456030482778,-0.4845656344090558,34.99104072514032,1.1470695477905346,0.04604084305939516,0.060289933269373513,-23.72038170497907,6.903947368421052,26.710526315789473,61.44736842105263,11.842105263157894
baseline,ZYDUSLIFE,15minute,106.0,34.90566037735849,-0.036491454108809405,0.7421946405858928,-0.45404776575669326,-3.868094135533797,0.8765342778327173,-0.036491454108809405,-0.058568939708616714,-13.720997564995258,3.4056603773584904,11.320754716981133,57.54716981132076,31.132075471698112
baseline,ZYDUSLIFE,1minute,252.0,35.714285714285715,-0.019489344556506055,0.8046436505504043,-0.4773410085047895,-4.911314828239526,0.9364882596323062,-0.019489344556506055,-0.0285215024618314,-27.501964296454855,44.26190476190476,18.253968253968253,60.317460317460316,21.428571428571427
baseline,ZYDUSLIFE,5minute,166.0,36.144578313253014,-0.022800831191042283,0.7502748774192176,-0.46039085493269893,-3.784937977713019,0.9224420692302495,-0.022800831191042283,-0.03519164097554214,-17.646842019783303,10.397590361445783,13.855421686746988,57.831325301204814,28.313253012048197
baseline,ZYDUSWELL,15minute,579.0,29.18825561312608,-0.0497365472812644,1.024009263944646,-0.4923293328841397,-28.79746087585209,0.8573359238178342,-0.0497365472812644,-0.06825442148222485,-62.490793232721444,2.6597582037996546,22.107081174438687,69.08462867012089,8.808290155440414
baseline,ZYDUSWELL,1minute,1598.0,34.355444305381724,0.030147244090711973,1.0114176064697136,-0.483406072349776,48.175296056957734,1.0950028868807649,0.030147244090711973,0.04010393156783956,-32.568275072552865,27.1351689612015,25.594493116395494,62.3279098873592,12.077596996245306
baseline,ZYDUSWELL,5minute,992.0,34.67741935483871,0.04406199465867517,1.033509669053408,-0.4812003510076644,43.70949870140577,1.1401763942056804,0.04406199465867517,0.05782499767099475,-21.246516734108244,6.994959677419355,26.411290322580644,61.79435483870967,11.794354838709678
nifty_filtered,360ONE,15minute,521.0,31.477927063339735,-0.01989632594521666,0.9957951070361328,-0.4864884688274052,-10.365985817457881,0.940314361594624,-0.01989632594521666,-0.02735886096035233,-29.265873894752623,2.5489443378119003,22.456813819577732,65.64299424184262,11.900191938579654
nifty_filtered,360ONE,1minute,1407.0,34.39943141435678,0.007404119638481056,0.9471920523518952,-0.4853990866814458,10.417596331342846,1.0232523509509364,0.007404119638481056,0.01013482195153304,-43.75742602207137,31.35181236673774,22.956645344705045,62.40227434257285,14.641080312722105
nifty_filtered,360ONE,5minute,909.0,34.433443344334435,0.03129739744911666,1.0220513733606358,-0.4890146737930066,28.44933428124704,1.0976121677103103,0.03129739744911666,0.04122419955548719,-23.0624951930601,6.941694169416942,26.182618261826185,63.25632563256326,10.561056105610561
nifty_filtered,3MINDIA,15minute,157.0,26.11464968152866,-0.11936350829028489,0.8727574494666418,-0.4700269502560952,-18.740070801574728,0.6562913373194628,-0.11936350829028489,-0.18379701206079996,-30.009056613780757,2.56687898089172,15.286624203821656,67.51592356687898,17.197452229299362
nifty_filtered,3MINDIA,1minute,484.0,36.36363636363637,0.02618325162498023,0.8717465169329899,-0.4569957571224538,12.67269378649043,1.0900338986853493,0.02618325162498023,0.03677869499585578,-15.01062114182793,36.611570247933884,20.867768595041323,56.40495867768595,22.727272727272727
nifty_filtered,3MINDIA,5minute,297.0,34.00673400673401,0.010113515226339185,0.9373594591217184,-0.4677019966789327,3.003714022222738,1.0327667438898558,0.010113515226339185,0.013862885204222035,-20.784693911756392,7.084175084175084,22.22222222222222,60.60606060606061,17.17171717171717
nifty_filtered,AADHARHFC,15minute,355.0,33.80281690140845,-0.020224399045644093,0.8975697591596482,-0.48888524578877207,-7.179661661203653,0.9375073148290448,-0.020224399045644093,-0.02825761885640184,-24.151188726669638,2.8845070422535213,21.971830985915496,63.098591549295776,14.929577464788732
nifty_filtered,AADHARHFC,1minute,1013.0,32.477788746298124,-0.013487742656176697,0.9517747261474008,-0.4777733453409383,-13.663083310706995,0.9581909116678428,-0.013487742656176697,-0.018685538018463125,-53.80393577658015,36.89042448173741,22.40868706811451,63.57354392892399,14.0177690029615
nifty_filtered,AADHARHFC,5minute,544.0,33.455882352941174,-0.007499605708899182,0.9414214847761048,-0.4845814799306415,-4.079785505641155,0.9767425579124399,-0.007499605708899182,-0.010354555817933118,-30.590344635070235,8.533088235294118,22.794117647058822,62.68382352941176,14.522058823529413
nifty_filtered,AARTIIND,15minute,285.0,29.47368421052631,-0.07078728331763742,0.9189922518207437,-0.4844264920321848,-20.174375745526667,0.7928064830565845,-0.07078728331763742,-0.10318949011067409,-44.45345743153784,2.743859649122807,17.543859649122805,66.66666666666666,15.789473684210526
nifty_filtered,AARTIIND,1minute,847.0,31.52302243211334,-0.04328877953614705,0.9000810493220287,-0.4775642007518935,-36.66559626711655,0.86762712701538,-0.04328877953614705,-0.06261599914443237,-48.499154770549346,36.789846517119244,19.36245572609209,63.990554899645815,16.646989374262102
nifty_filtered,AARTIIND,5minute,478.0,32.21757322175732,-0.021663735432198072,0.9266361753247943,-0.4723988781994105,-10.355265536590679,0.9323438357381171,-0.021663735432198072,-0.030545935813720764,-37.51370339544066,7.935146443514644,21.12970711297071,62.34309623430963,16.527196652719663
nifty_filtered,AAVAS,15minute,309.0,30.42071197411003,-0.07816223987624377,0.8660734843247133,-0.49099088208503416,-24.152132121759323,0.7712065491650298,-0.07816223987624377,-0.11689241449224214,-38.623324972060324,3.1132686084142396,17.15210355987055,68.28478964401295,14.563106796116504
nifty_filtered,AAVAS,1minute,855.0,36.72514619883041,0.0650052347813681,1.0061668805813944,-0.481251247254137,55.579475738069725,1.2134741597072767,0.0650052347813681,0.08528190967778254,-16.726684857265994,37.264327485380115,26.08187134502924,60.23391812865497,13.684210526315791
nifty_filtered,AAVAS,5minute,534.0,34.45692883895131,0.0025028482532080975,0.9077641762407545,-0.47340596417453057,1.336520967213124,1.0080662932533035,0.0025028482532080975,0.003522470404690075,-27.12869668250855,8.573033707865168,20.224719101123593,61.04868913857678,18.726591760299627
nifty_filtered,ABB,15minute,281.0,28.46975088967972,-0.09533912056559381,0.8811390934630076,-0.4839871659501118,-26.790292878931858,0.7246103852009896,-0.09533912056559381,-0.1441135714987496,-34.25559715563496,3.3487544483985765,16.72597864768683,68.68327402135232,14.590747330960854
nifty_filtered,ABB,1minute,659.0,31.25948406676783,-0.05693222243793849,0.8742285987077163,-0.48037400865428487,-37.51833458660146,0.8275886514202424,-0.05693222243793849,-0.08327629031702821,-45.653581042725946,37.6236722306525,18.664643399089528,65.402124430956,15.933232169954476
nifty_filtered,ABB,5minute,426.0,26.995305164319248,-0.12427627368597043,0.8540209256144025,-0.48602604191601184,-52.941692590223404,0.6497502024231804,-0.12427627368597043,-0.19331757023499557,-58.84907011589692,8.274647887323944,15.727699530516432,70.18779342723005,14.084507042253522
nifty_filtered,ABBOTINDIA,15minute,122.0,31.967213114754102,-0.10806828760045094,0.6699492564574099,-0.47364279625414457,-13.184331087255014,0.6646262462908548,-0.10806828760045094,-0.1738948032176369,-16.312540738256445,2.860655737704918,13.934426229508196,63.114754098360656,22.950819672131146
nifty_filtered,ABBOTINDIA,1minute,327.0,38.837920489296636,0.06775496316448641,0.8757986834673811,-0.4453527992278517,22.155872954787057,1.2487451857628458,0.06775496316448641,0.09525744170191,-15.613823606748987,32.415902140672785,22.93577981651376,51.98776758409785,25.076452599388375
nifty_filtered,ABBOTINDIA,5minute,190.0,35.78947368421053,0.004346004479507281,0.8142692924384919,-0.44708664782550056,0.8257408511063833,1.0151388274844237,0.004346004479507281,0.006363389495484926,-12.70946662241351,8.363157894736842,18.947368421052634,56.315789473684205,24.736842105263158
nifty_filtered,ABCAPITAL,15minute,197.0,33.50253807106599,0.0015922425161100022,0.9367252896518694,-0.46954349115534133,0.31367177567367044,1.0050995085243013,0.0015922425161100022,0.002234777518304481,-13.155409009962462,3.3908629441624365,21.31979695431472,58.88324873096447,19.796954314720814
